Boys Don't Cry (1999),Drama,,,,,,,
Five Wives, Three Secretaries and Me (1998),Documentary,,,,,,
Ennui, L' (1998),Drama|Romance,,,,,,
Grandfather, The (El Abuelo) (1998),Drama,,,,,,
Limey, The (1999),Crime|Drama|Thriller,,,,,,
Mating Habits of the Earthbound Human, The (1999),Comedy|Sci-Fi,,,,,,
Molly (1999),Comedy|Drama,,,,,,,
Risky Business (1983),Comedy,,,,,,,
Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,,,,,,,
Body Heat (1981),Crime|Thriller,,,,,,,
Ferris Bueller's Day Off (1986),Comedy,,,,,,,
Year of Living Dangerously, The (1982),Drama|Romance|War,,,,,,
Children of Paradise (Les enfants du paradis) (1945),Drama|Romance,,,,,,,
High Plains Drifter (1973),Western,,,,,,,
Hang 'Em High (1968),Crime|Drama|Western,,,,,,,
Handle with Care (a.k.a. Citizen's Band) (1977),Comedy,,,,,,,
Drunken Master (Jui kuen) (1978),Action|Comedy,,,,,,,
Conformist, The (Il Conformista) (1970),Drama,,,,,,
Hairspray (1988),Comedy|Drama,,,,,,,
Brief Encounter (1946),Drama|Romance,,,,,,,
Razor's Edge, The (1984),Drama,,,,,,
Reds (1981),Drama|Romance,,,,,,,
Return with Honor (1998),Documentary,,,,,,,
Time of the Gypsies (Dom za vesanje) (1989),Drama,,,,,,,
Days of Heaven (1978),Drama,,,,,,,
Fire Within, The (Le Feu Follet) (1963),Drama,,,,,,
Love Bewitched, A (El Amor Brujo) (1986),Drama|Musical,,,,,,
Lady Eve, The (1941),Comedy|Romance,,,,,,
Sullivan's Travels (1941),Adventure|Comedy|Romance,,,,,,,
Palm Beach Story, The (1942),Comedy,,,,,,
Man Facing Southeast (Hombre mirando al sudeste) (1986),Drama|Sci-Fi,,,,,,,
Niagara (1953),Drama|Thriller,,,,,,,
Gilda (1946),Drama|Film-Noir|Mystery|Romance,,,,,,,
South Pacific (1958),Musical|Romance|War,,,,,,,
Flashdance (1983),Drama|Romance,,,,,,,
Indochine (1992),Drama|Romance,,,,,,,
Dirty Dozen, The (1967),Action|Drama|War,,,,,,
Mike's Murder (1984),Mystery,,,,,,,
Help! (1965),Comedy|Musical,,,,,,,
Goldfinger (1964),Action|Adventure|Thriller,,,,,,,
From Russia with Love (1963),Action|Adventure|Thriller,,,,,,,
Dr. No (1962),Action|Adventure|Thriller,,,,,,,
Blue Lagoon, The (1980),Adventure|Drama|Romance,,,,,,
Fistful of Dollars, A (Per un pugno di dollari) (1964),Action|Western,,,,,,
Sydney (Hard Eight) (1996),Crime|Drama|Thriller,,,,,,,
Home Alone 2: Lost in New York (1992),Children|Comedy,,,,,,,
Penitentiary (1979),Drama,,,,,,,
Penitentiary II (1982),Drama,,,,,,,
Someone to Watch Over Me (1987),Action|Crime|Thriller,,,,,,,
Sparrows (1926),Drama,,,,,,,
Naturally Native (1998),Drama,,,,,,,
Fight Club (1999),Action|Crime|Drama|Thriller,,,,,,,
Beefcake (1999),Drama,,,,,,,
Story of Us, The (1999),Comedy|Drama,,,,,,
Fever Pitch (1997),Comedy|Romance,,,,,,,
Joe the King (1999),Crime|Drama,,,,,,,
Julien Donkey-Boy (1999),Drama,,,,,,,
Omega Code, The (1999),Action,,,,,,
Straight Story, The (1999),Adventure|Drama,,,,,,
Bad Seed, The (1956),Drama|Thriller,,,,,,
Time Bandits (1981),Adventure|Children|Comedy|Fantasy,,,,,,,
Man and a Woman, A (Un Homme et une Femme) (1966),Drama|Romance,,,,,,
Fitzcarraldo (1982),Adventure|Drama,,,,,,,
All That Jazz (1979),Drama|Fantasy|Musical,,,,,,,
Red Sorghum (Hong gao liang) (1987),Drama|War,,,,,,,
Crimes and Misdemeanors (1989),Comedy|Crime|Drama,,,,,,,
Bats (1999),Horror|Thriller,,,,,,,
Best Man, The (1999),Comedy|Drama,,,,,,
Bringing Out the Dead (1999),Drama|Horror,,,,,,,
Crazy in Alabama (1999),Comedy|Drama,,,,,,,
Three to Tango (1999),Comedy|Romance,,,,,,,
Body Shots (1999),Drama,,,,,,,
Men Cry Bullets (1997),Comedy|Drama,,,,,,,
Brother, Can You Spare a Dime? (1975),Documentary,,,,,,
Guardian, The (1990),Horror|Thriller,,,,,,
Ipcress File, The (1965),Thriller,,,,,,
On Any Sunday (1971),Documentary,,,,,,,
RoboCop (1987),Action|Crime|Sci-Fi,,,,,,,
RoboCop 2 (1990),Action|Crime|Sci-Fi,,,,,,,
Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,,,,,,,
Melvin and Howard (1980),Drama,,,,,,,
For Your Eyes Only (1981),Action|Adventure|Thriller,,,,,,,
Licence to Kill (1989),Action|Adventure|Crime|Thriller,,,,,,,
Live and Let Die (1973),Action|Adventure|Thriller,,,,,,,
Rawhead Rex (1986),Horror|Thriller,,,,,,,
Thunderball (1965),Action|Adventure|Thriller,,,,,,,
City, The (La Ciudad) (1998),Drama,,,,,,
House on Haunted Hill (1999),Horror|Thriller,,,,,,,
Music of the Heart (1999),Drama,,,,,,,
Being John Malkovich (1999),Comedy|Drama|Fantasy,,,,,,,
Dreaming of Joseph Lees (1999),Drama|Romance,,,,,,,
Man of the Century (1999),Comedy,,,,,,,
Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,,,,,,,
Suburbans, The (1999),Drama,,,,,,
My Best Fiend (Mein liebster Feind) (1999),Documentary,,,,,,,
Train of Life (Train De Vie) (1998),Comedy|Drama|Romance|War,,,,,,,
Bachelor, The (1999),Comedy|Romance,,,,,,
Bone Collector, The (1999),Thriller,,,,,,
Insider, The (1999),Drama|Thriller,,,,,,
American Movie: The Making of Northwestern (1999),Documentary,,,,,,,
Last Night (1998),Drama|Sci-Fi,,,,,,,
Portraits Chinois (1996),Drama,,,,,,,
Rosetta (1999),Drama,,,,,,,
They Shoot Horses, Don't They? (1969),Drama,,,,,,
Battling Butler (1926),Comedy,,,,,,,
Bride of Re-Animator (1990),Comedy|Horror,,,,,,,
Bustin' Loose (1981),Comedy,,,,,,,
Coma (1978),Thriller,,,,,,,
Creepshow (1982),Horror,,,,,,,
Creepshow 2 (1987),Horror,,,,,,,
Re-Animator (1985),Horror,,,,,,,
Drugstore Cowboy (1989),Crime|Drama,,,,,,,
Falling Down (1993),Action|Drama,,,,,,,
Funhouse, The (1981),Horror,,,,,,
General, The (1927),Comedy|War,,,,,,
My Best Girl (1927),Comedy|Romance,,,,,,,
Piranha (1978),Horror|Sci-Fi,,,,,,,
Rough Night in Jericho (1967),Western,,,,,,,
Slaughterhouse (1987),Horror,,,,,,,
Slaughterhouse 2 (1988),Horror,,,,,,,
Taming of the Shrew, The (1967),Comedy,,,,,,
Nighthawks (1981),Action|Drama,,,,,,,
Yojimbo (1961),Action|Comedy|Crime|Drama|Thriller,,,,,,,
Repossessed (1990),Comedy,,,,,,,
Omega Man, The (1971),Drama|Sci-Fi|Thriller,,,,,,
Spaceballs (1987),Comedy|Sci-Fi,,,,,,,
Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,,,,,,,
Mister Roberts (1955),Comedy|Drama|War,,,,,,,
Quest for Fire (Guerre du feu, La) (1981),Adventure|Drama,,,,,,
Little Big Man (1970),Adventure|Comedy|Drama|Western,,,,,,,
Face in the Crowd, A (1957),Drama,,,,,,
Trading Places (1983),Comedy,,,,,,,
Meatballs (1979),Comedy,,,,,,,
Meatballs Part II (1984),Comedy,,,,,,,
Meatballs III (1987),Comedy,,,,,,,
Meatballs 4 (1992),Comedy,,,,,,,
Dead Again (1991),Mystery|Romance|Thriller,,,,,,,
Peter's Friends (1992),Comedy|Drama,,,,,,,
Incredibly True Adventure of Two Girls in Love, The (1995),Comedy|Romance,,,,,,
Experience Preferred... But Not Essential (1982),Drama,,,,,,,
Under the Rainbow (1981),Comedy,,,,,,,
How I Won the War (1967),Comedy|War,,,,,,,
Light It Up (1999),Drama,,,,,,,
Anywhere But Here (1999),Drama,,,,,,,
Dogma (1999),Adventure|Comedy|Fantasy,,,,,,,
Messenger: The Story of Joan of Arc, The (1999),Drama|War,,,,,,
Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,,,,,,,
Felicia's Journey (1999),Thriller,,,,,,,
Oxygen (1999),Crime|Drama|Thriller,,,,,,,
Where's Marlowe? (1999),Comedy,,,,,,,
Ape, The (1940),Horror|Sci-Fi,,,,,,
British Intelligence (1940),Drama,,,,,,,
Commitments, The (1991),Comedy|Drama|Musical,,,,,,
Holiday Inn (1942),Comedy|Musical,,,,,,,
Longest Day, The (1962),Action|Drama|War,,,,,,
Poison Ivy (1992),Thriller,,,,,,,
Poison Ivy: New Seduction (1997),Drama|Thriller,,,,,,,
Nothing to Lose (a.k.a. Ten Benny) (1996),Drama,,,,,,,
Tora! Tora! Tora! (1970),Action|Drama|War,,,,,,,
Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama,,,,,,,
Verdict, The (1982),Drama|Mystery,,,,,,
Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972),Drama,,,,,,
Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984),Adventure|Comedy|Sci-Fi,,,,,,
Stand and Deliver (1988),Comedy|Drama,,,,,,,
Moonstruck (1987),Comedy|Romance,,,,,,,
Sandpiper, The (1965),Drama|Romance,,,,,,
Jeremiah Johnson (1972),Western,,,,,,,
Repulsion (1965),Horror|Thriller,,,,,,,
Irma la Douce (1963),Comedy,,,,,,,
42 Up (1998),Documentary,,,,,,,
Liberty Heights (1999),Drama,,,,,,,
Mansfield Park (1999),Comedy|Drama,,,,,,,
Goodbye, 20th Century (Zbogum na dvadesetiot vek) (1998),Drama|Sci-Fi,,,,,,
Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,,,,,,,
World Is Not Enough, The (1999),Action|Thriller,,,,,,
All About My Mother (Todo sobre mi madre) (1999),Comedy|Drama,,,,,,,
Home Page (1999),Documentary,,,,,,,
Living Dead Girl, The (La Morte Vivante) (1982),Horror,,,,,,
March of the Wooden Soldiers (a.k.a. Babes in Toyland) (1934),Comedy,,,,,,,
Scrooged (1988),Comedy|Fantasy|Romance,,,,,,,
Harvey (1950),Comedy,,,,,,,
Bicycle Thief, The (Ladri di biciclette) (1948),Drama,,,,,,
Matewan (1987),Drama,,,,,,,
Kagemusha (1980),Drama|War,,,,,,,
Chushingura (1962),Drama,,,,,,,
McCabe & Mrs. Miller (1971),Drama|Western,,,,,,,
Maurice (1987),Drama|Romance,,,,,,,
Grapes of Wrath, The (1940),Drama,,,,,,
My Man Godfrey (1957),Comedy,,,,,,,
Shop Around the Corner, The (1940),Comedy|Drama|Romance,,,,,,
Natural, The (1984),Drama,,,,,,
Shampoo (1975),Comedy|Romance,,,,,,,
River Runs Through It, A (1992),Drama,,,,,,
Fatal Attraction (1987),Drama|Thriller,,,,,,,
Jagged Edge (1985),Thriller,,,,,,,
Stanley & Iris (1990),Drama|Romance,,,,,,,
Midnight Run (1988),Action|Adventure|Comedy|Crime,,,,,,,
Awakenings (1990),Drama|Mystery,,,,,,,
Come See the Paradise (1990),Drama|Romance,,,,,,,
Backdraft (1991),Action|Drama,,,,,,,
Fisher King, The (1991),Comedy|Drama|Fantasy|Romance,,,,,,
River, The (1984),Drama,,,,,,
Country (1984),Drama,,,,,,,
Places in the Heart (1984),Drama,,,,,,,
'night Mother (1986),Drama,,,,,,,
End of Days (1999),Action|Thriller,,,,,,,
Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,,,,,,,
Flawless (1999),Drama,,,,,,,
Miss Julie (1999),Drama,,,,,,,
Ride with the Devil (1999),Drama|Romance|War,,,,,,,
Tumbleweeds (1999),Drama,,,,,,,
Bay of Blood (a.k.a. Twitch Of The Death Nerve) (Reazione a catena) (1971),Horror,,,,,,,
Distinguished Gentleman, The (1992),Comedy,,,,,,
Hitch-Hiker, The (1953),Film-Noir,,,,,,
Santa Fe Trail (1940),Drama|Romance|Western,,,,,,,
Lauderdale (a.k.a. Spring Break USA) (a.k.a. Spring Fever USA) (1989),Comedy,,,,,,,
Agnes Browne (1999),Comedy|Drama,,,,,,,
End of the Affair, The (1999),Drama,,,,,,
End of the Affair, The (1955),Drama,,,,,,
Holy Smoke (1999),Comedy|Drama,,,,,,,
Map of the World, A (1999),Drama,,,,,,
Sweet and Lowdown (1999),Comedy|Drama,,,,,,,
Bonfire of the Vanities (1990),Comedy|Crime|Drama,,,,,,,
Broadway Damage (1997),Comedy,,,,,,,
Daddy Long Legs (1919),Comedy|Drama,,,,,,,
Go West (1925),Comedy|Western,,,,,,,
Grand Illusion (Grande illusion, La) (1937),Drama|War,,,,,,
Great Santini, The (1979),Drama,,,,,,
James Dean Story, The (1957),Documentary,,,,,,
Sea Wolves, The (1980),Action|War,,,,,,
Stealing Home (1988),Drama,,,,,,,
Tarzan the Fearless (1933),Action|Adventure,,,,,,,
Three Ages, The (1923),Comedy,,,,,,
Two Jakes, The (1990),Drama,,,,,,
U2: Rattle and Hum (1988),Documentary|Musical,,,,,,,
Hell in the Pacific (1968),Drama|War,,,,,,,
Glass Bottom Boat, The (1966),Comedy|Romance,,,,,,
Cradle Will Rock (1999),Drama,,,,,,,
Deuce Bigalow: Male Gigolo (1999),Comedy,,,,,,,
Green Mile, The (1999),Crime|Drama|Fantasy,,,,,,
Cider House Rules, The (1999),Drama,,,,,,
Diamonds (1999),Mystery,,,,,,,
War Zone, The (1999),Drama|Thriller,,,,,,
Bat Whispers, The (1930),Crime|Drama|Mystery,,,,,,
Last Picture Show, The (1971),Drama,,,,,,
7th Voyage of Sinbad, The (1958),Action|Adventure|Fantasy,,,,,,
Blood on the Sun (1945),Drama|War,,,,,,,
Anna and the King (1999),Drama|Romance,,,,,,,
Bicentennial Man (1999),Drama|Romance|Sci-Fi,,,,,,,
Stuart Little (1999),Children|Comedy|Fantasy,,,,,,,
Emperor and the Assassin, The (Jing ke ci qin wang) (1999),Drama,,,,,,
Fantasia 2000 (1999),Animation|Children|IMAX|Musical,,,,,,,
Magnolia (1999),Drama,,,,,,,
Onegin (1999),Drama|Romance,,,,,,,
Simpatico (1999),Comedy|Drama,,,,,,,
Topsy-Turvy (1999),Drama,,,,,,,
Alley Cats, The (1966),Drama,,,,,,
Boiling Point (1993),Action|Drama,,,,,,,
Brenda Starr (1989),Adventure,,,,,,,
Carnal Knowledge (1971),Comedy|Drama,,,,,,,
Easy Rider (1969),Adventure|Drama,,,,,,,
Falcon and the Snowman, The (1985),Drama|Thriller,,,,,,
Hi-Yo Silver (1940),Western,,,,,,,
Room at the Top (1959),Drama,,,,,,,
Ulysses (Ulisse) (1954),Adventure,,,,,,,
Any Given Sunday (1999),Drama,,,,,,,
Man on the Moon (1999),Comedy|Drama,,,,,,,
Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,,,,,,,
Talented Mr. Ripley, The (1999),Drama|Mystery|Thriller,,,,,,
Next Friday (2000),Comedy,,,,,,,
Hurricane, The (1999),Drama,,,,,,
Angela's Ashes (1999),Drama,,,,,,,
Play it to the Bone (1999),Comedy|Drama,,,,,,,
Titus (1999),Drama,,,,,,,
Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999),Documentary,,,,,,
Third Miracle, The (1999),Drama,,,,,,
Montana (1998),Action|Comedy|Crime|Drama,,,,,,,
Snow Falling on Cedars (1999),Drama,,,,,,,
Girl, Interrupted (1999),Drama,,,,,,
Trans (1998),Drama,,,,,,,
Life and Times of Hank Greenberg, The (1998),Documentary,,,,,,
My Dog Skip (1999),Children|Drama,,,,,,,
Supernova (2000),Adventure|Sci-Fi|Thriller,,,,,,,
Quarry, The (1998),Drama,,,,,,
Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998),Drama,,,,,,
Creature (1999),Documentary,,,,,,,
Way We Were, The (1973),Drama|Romance,,,,,,
Tess of the Storm Country (1922),Drama,,,,,,,
Stalag 17 (1953),Drama|War,,,,,,,
Presidio, The (1988),Action|Crime|Mystery|Thriller,,,,,,
Papillon (1973),Drama,,,,,,,
Pal Joey (1957),Comedy|Musical|Romance,,,,,,,
Last Detail, The (1973),Comedy|Drama,,,,,,
Five Easy Pieces (1970),Drama,,,,,,,
Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),Drama|Horror,,,,,,,
Dead Calm (1989),Thriller,,,,,,,
Boys from Brazil, The (1978),Action|Thriller,,,,,,
Black Sunday (Maschera del demonio, La) (1960),Horror,,,,,,
Against All Odds (1984),Romance,,,,,,,
Snows of Kilimanjaro, The (1952),Adventure,,,,,,
Loaded Weapon 1 (1993),Action|Comedy,,,,,,,
Loves of Carmen, The (1948),Drama,,,,,,
Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,,,,,,,
Cry in the Dark, A (1988),Drama,,,,,,
Born to Win (1971),Drama,,,,,,,
Batman: Mask of the Phantasm (1993),Animation|Children,,,,,,,
American Flyers (1985),Drama,,,,,,,
Voyage of the Damned (1976),Drama,,,,,,,
Vampyros Lesbos (Las Vampiras) (1971),Fantasy|Horror|Thriller,,,,,,,
Star Is Born, A (1937),Drama,,,,,,
Poison (1991),Drama,,,,,,,
Pacific Heights (1990),Thriller,,,,,,,
Night Tide (1961),Drama,,,,,,,
Draughtsman's Contract, The (1982),Drama,,,,,,
Carmen (1984),Drama,,,,,,,
Zed & Two Noughts, A (1985),Drama,,,,,,
Woman in the Dunes (Suna no onna) (1964),Drama,,,,,,,
Down to You (2000),Comedy|Romance,,,,,,,
Hellhounds on My Trail (1999),Documentary,,,,,,,
Not Love, Just Frenzy (Más que amor, frenesí) (1996),Comedy|Drama|Thriller,,,,,
Wirey Spindell (2000),Comedy,,,,,,,
Another Man's Poison (1952),Crime|Drama,,,,,,,
Odessa File, The (1974),Thriller,,,,,,
Saphead, The (1920),Comedy,,,,,,
Seven Chances (1925),Comedy,,,,,,,
Smashing Time (1967),Comedy,,,,,,,
Train Ride to Hollywood (1978),Comedy,,,,,,,
Where the Buffalo Roam (1980),Comedy,,,,,,,
Zachariah (1971),Western,,,,,,,
Kestrel's Eye (Falkens öga) (1998),Documentary,,,,,,,
Eye of the Beholder (1999),Thriller,,,,,,,
Isn't She Great? (2000),Comedy,,,,,,,
Big Tease, The (1999),Comedy,,,,,,
Cup, The (Phörpa) (1999),Comedy,,,,,,
Santitos (1999),Comedy,,,,,,,
Encino Man (1992),Comedy,,,,,,,
Goodbye Girl, The (1977),Comedy|Romance,,,,,,
I Am Cuba (Soy Cuba/Ya Kuba) (1964),Drama,,,,,,,
Malcolm X (1992),Drama,,,,,,,
Sister Act (1992),Comedy|Crime|Musical,,,,,,,
Sister Act 2: Back in the Habit (1993),Comedy,,,,,,,
Hand That Rocks the Cradle, The (1992),Drama|Thriller,,,,,,
Alive (1993),Drama,,,,,,,
Agnes of God (1985),Drama|Mystery,,,,,,,
Scent of a Woman (1992),Drama,,,,,,,
Wayne's World (1992),Comedy,,,,,,,
Wayne's World 2 (1993),Comedy,,,,,,,
League of Their Own, A (1992),Comedy|Drama,,,,,,
Patriot Games (1992),Action|Thriller,,,,,,,
Bodyguard, The (1992),Drama|Romance|Thriller,,,,,,
Death Becomes Her (1992),Comedy|Fantasy,,,,,,,
Far and Away (1992),Adventure|Drama|Romance,,,,,,,
Howards End (1992),Drama,,,,,,,
Singles (1992),Comedy|Drama|Romance,,,,,,,
Twin Peaks: Fire Walk with Me (1992),Drama|Mystery,,,,,,,
White Men Can't Jump (1992),Comedy|Drama,,,,,,,
Buffy the Vampire Slayer (1992),Action|Comedy|Horror,,,,,,,
Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,,,,,,,
Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller,,,,,,,
Mariachi, El (1992),Action|Crime|Thriller|Western,,,,,,
Stop! Or My Mom Will Shoot (1992),Action|Comedy,,,,,,,
Forever Young (1992),Adventure|Drama|Romance|Sci-Fi,,,,,,,
Cutting Edge, The (1992),Comedy|Drama|Romance,,,,,,
Of Mice and Men (1992),Drama,,,,,,,
Bad Lieutenant (1992),Crime|Drama,,,,,,,
Scream 3 (2000),Comedy|Horror|Thriller,,,,,,,
Single White Female (1992),Drama|Thriller,,,,,,,
Boondock Saints, The (2000),Action|Comedy|Crime|Drama|Thriller,,,,,,
Gun Shy (2000),Comedy,,,,,,,
Beloved/Friend (a.k.a. Amigo/Amado) (Amic/Amat) (1999),Drama,,,,,,,
Gendernauts (1999),Documentary,,,,,,,
Knockout (1999),Action|Adventure,,,,,,,
Baby, The (1973),Horror,,,,,,
Brandon Teena Story, The (1998),Documentary,,,,,,
Different for Girls (1996),Comedy,,,,,,,
Minnie and Moskowitz (1971),Action,,,,,,,
They Might Be Giants (1971),Comedy|Romance,,,,,,,
Beach, The (2000),Adventure|Drama,,,,,,
Snow Day (2000),Comedy,,,,,,,
Tigger Movie, The (2000),Animation|Children,,,,,,
Cotton Mary (1999),Drama,,,,,,,
Not One Less (Yi ge dou bu neng shao) (1999),Drama,,,,,,,
Soft Toilet Seats (1999),Comedy,,,,,,,
Trois (2000),Thriller,,,,,,,
Big Combo, The (1955),Film-Noir,,,,,,
Conceiving Ada (1997),Drama|Sci-Fi,,,,,,,
Eaten Alive (1976),Horror,,,,,,,
Raining Stones (1993),Drama,,,,,,,
To Sir with Love (1967),Drama,,,,,,,
With Byrd at the South Pole (1930),Documentary,,,,,,,
Boiler Room (2000),Crime|Drama|Thriller,,,,,,,
Hanging Up (2000),Comedy|Drama,,,,,,,
Pitch Black (2000),Horror|Sci-Fi|Thriller,,,,,,,
Whole Nine Yards, The (2000),Comedy|Crime,,,,,,
Beautiful People (1999),Comedy,,,,,,,
Black Tar Heroin: The Dark End of the Street (2000),Documentary,,,,,,,
Blue Collar (1978),Crime|Drama,,,,,,,
Bluebeard (1944),Film-Noir|Horror,,,,,,,
Circus, The (1928),Comedy,,,,,,
City Lights (1931),Comedy|Drama|Romance,,,,,,,
Flamingo Kid, The (1984),Comedy|Drama,,,,,,
Dog's Life, A (1918),Comedy,,,,,,
Kid, The (1921),Comedy|Drama,,,,,,
Man from Laramie, The (1955),Western,,,,,,
McCullochs, The (1975),Drama,,,,,,
Class Reunion (1982),Comedy,,,,,,,
Big Trees, The (1952),Action|Drama,,,,,,
Happy Go Lovely (1951),Musical,,,,,,,
Reindeer Games (2000),Action|Thriller,,,,,,,
Wonder Boys (2000),Comedy|Drama,,,,,,,
Deterrence (1999),Drama|Thriller,,,,,,,
Judy Berlin (1999),Drama,,,,,,,
Mifune's Last Song (Mifunes sidste sang) (1999),Comedy|Drama|Romance,,,,,,,
Waiting Game, The (2000),Comedy,,,,,,
3 Strikes (2000),Comedy,,,,,,,
Chain of Fools (2000),Comedy|Crime,,,,,,,
Drowning Mona (2000),Comedy,,,,,,,
Next Best Thing, The (2000),Comedy|Drama,,,,,,
What Planet Are You From? (2000),Comedy|Sci-Fi,,,,,,,
Beyond the Mat (1999),Documentary,,,,,,,
Ghost Dog: The Way of the Samurai (1999),Crime|Drama,,,,,,,
Year My Voice Broke, The (1987),Drama,,,,,,
Splendor in the Grass (1961),Drama|Romance,,,,,,,
My Tutor (1983),Drama,,,,,,,
Legend of Lobo, The (1962),Adventure|Children,,,,,,
Killing of Sister George, The (1968),Drama,,,,,,
Key Largo (1948),Crime|Drama|Film-Noir|Thriller,,,,,,,
Jail Bait (1954),Crime|Drama,,,,,,,
It Happened Here (1966),Drama|Fantasy|War,,,,,,,
I'll Never Forget What's'isname (1967),Comedy|Drama,,,,,,,
For All Mankind (1989),Documentary,,,,,,,
Cross of Iron (1977),War,,,,,,,
Bride of the Monster (1955),Horror|Sci-Fi,,,,,,,
Born Yesterday (1950),Comedy,,,,,,,
Birdy (1984),Drama|War,,,,,,,
And God Created Woman (1988),Comedy|Drama|Romance,,,,,,,
Blood Feast (1963),Horror,,,,,,,
Charlie, the Lonesome Cougar (1967),Adventure|Children,,,,,,
Color Me Blood Red (1965),Horror,,,,,,,
Never Cry Wolf (1983),Adventure|Drama,,,,,,,
Night Visitor, The (1970),Crime|Thriller,,,,,,
Perils of Pauline, The (1947),Comedy,,,,,,
Raisin in the Sun, A (1961),Drama,,,,,,
Two Thousand Maniacs! (1964),Horror,,,,,,,
Brown's Requiem (1998),Drama,,,,,,,
Closer You Get, The (2000),Comedy|Romance,,,,,,
Mission to Mars (2000),Sci-Fi,,,,,,,
Ninth Gate, The (1999),Fantasy|Horror|Mystery|Thriller,,,,,,
Condo Painting (2000),Documentary,,,,,,,
East-West (Est-ouest) (1999),Drama|Romance,,,,,,,
Defending Your Life (1991),Comedy|Romance,,,,,,,
Breaking Away (1979),Comedy|Drama,,,,,,,
Hoosiers (1986),Drama,,,,,,,
Bull Durham (1988),Comedy|Drama|Romance,,,,,,,
Dog Day Afternoon (1975),Comedy|Crime|Drama,,,,,,,
American Graffiti (1973),Comedy|Drama,,,,,,,
Asphalt Jungle, The (1950),Crime|Film-Noir,,,,,,
Searchers, The (1956),Drama|Western,,,,,,
Devil's Brigade, The (1968),War,,,,,,
Big Country, The (1958),Romance|Western,,,,,,
Any Number Can Win (Mélodie en sous-sol ) (1963),Crime,,,,,,,
Betrayed (1988),Drama|Thriller,,,,,,,
Bound for Glory (1976),Drama,,,,,,,
Bridge at Remagen, The (1969),Action|War,,,,,,
Buck and the Preacher (1972),Western,,,,,,,
Daughters of the Dust (1991),Drama,,,,,,,
Destination Moon (1950),Sci-Fi,,,,,,,
Fantastic Night, The (La Nuit Fantastique) (1942),Romance,,,,,,
Hangmen Also Die (1943),Drama|War,,,,,,,
Ogre, The (Der Unhold) (1996),Drama,,,,,,
On the Beach (1959),Drama,,,,,,,
Railroaded! (1947),Film-Noir,,,,,,,
Slaves to the Underground (1997),Comedy|Drama,,,,,,,
Song of Freedom (1936),Drama,,,,,,,
Big Fella (1937),Drama|Musical,,,,,,,
Taking of Pelham One Two Three, The (1974),Action|Crime,,,,,,
Volunteers (1985),Comedy,,,,,,,
JFK (1991),Drama|Mystery|Thriller,,,,,,,
Who's Harry Crumb? (1989),Comedy,,,,,,,
Harry and the Hendersons (1987),Children|Comedy,,,,,,,
Let's Get Harry (1986),Action|Adventure,,,,,,,
Shanghai Surprise (1986),Adventure,,,,,,,
Who's That Girl? (1987),Comedy,,,,,,,
She-Devil (1989),Comedy,,,,,,,
Date with an Angel (1987),Comedy|Fantasy|Romance,,,,,,,
Blind Date (1987),Comedy|Romance,,,,,,,
Nadine (1987),Comedy,,,,,,,
Muppet Movie, The (1979),Children|Comedy|Musical,,,,,,
Great Muppet Caper, The (1981),Children|Comedy,,,,,,
Muppets Take Manhattan, The (1984),Children|Comedy|Musical,,,,,,
Sesame Street Presents Follow That Bird (1985),Children|Comedy,,,,,,,
We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,,,,,,,
Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,,,,,,,
Turtle Diary (1985),Drama,,,,,,,
Raise the Titanic (1980),Drama|Thriller,,,,,,,
Titanic (1953),Action|Drama,,,,,,,
Night to Remember, A (1958),Action|Drama,,,,,,
Captain Horatio Hornblower (1951),Action|Adventure|Drama|War,,,,,,,
Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999),Comedy|Drama,,,,,,
Erin Brockovich (2000),Drama,,,,,,,
Final Destination (2000),Drama|Thriller,,,,,,,
Soft Fruit (1999),Comedy|Drama,,,,,,,
Babymother (1998),Drama,,,,,,,
Bear, The (Ours, L') (1988),Adventure|Children|Drama,,,,,
Impact (1949),Crime|Drama,,,,,,,
Love Is a Many-Splendored Thing (1955),Romance,,,,,,,
Mirror, The (Zerkalo) (1975),Drama,,,,,,
